id_token,token
indígenas afirma,10573
segob,18764
encinas,7530
segob destaca,18765
destaca informe,6396
informe caso,10663
ayotzinapa es,2663
es resultado,7836
resultado análisis,18059
análisis favor,1809
favor verdad,8533
verdad investigación,20828
investigación continúa,11136
continúa alejandro,5168
alejandro encinas,1385
spot,19405
4º,520
presenta primer,15583
primer spot,16179
spot 4º,19406
4º informe,522
gobierno adultos,9526
mayores acceden,12430
acceden pensiones,773
refuerza,17539
méxico refuerza,13472
refuerza acciones,17540
acciones consolidar,806
consolidar servicio,4951
internet república,11041
república ayuda,17835
ayuda cfe,2673
entregará,7706
información,10637
giei,9459
manipulación,12154
federal entregará,8591
entregará toda,7712
toda información,19961
información giei,10639
giei caso,9460
ayotzinapa evitar,2664
evitar manipulación,8251
manipulación afirma,12155
recinto,17164
parlamentario,14603
1857,138
abre,711
recinto parlamentario,17165
parlamentario 1857,14604
1857 abre,139
abre público,713
público partir,16856
partir septiembre,14681
septiembre anuncia,18996
directa,6648
registra cifra,17568
cifra histórica,4090
histórica inversión,9955
inversión extranjera,11101
extranjera directa,8387
directa primer,6652
semestre 2022,18960
jornadas,11300
registran,17574
postulados,15419
vacantes,20640
jornadas reclutamiento,11301
reclutamiento registran,17173
registran mil,17579
mil médicos,12902
especialistas postulados,7964
postulados vacantes,15421
vacantes sistema,20641
rescata,17871
180,136
unidades,20455
abandonadas,671
beneficiados,2991
méxico rescata,13476
rescata 180,17872
180 unidades,137
unidades salud,20458
salud abandonadas,18483
abandonadas oaxaca,672
oaxaca veracruz,14080
veracruz beneficiados,20808
beneficiados obras,2992
reinauguración,17665
exposición,8346
constituciones,4988
participa reinauguración,14621
reinauguración recinto,17668
1857 palacio,140
nacional albergará,13553
albergará exposición,1346
exposición méxico,8348
méxico constituciones,13330
consolidación financiera,4934
financiera bienestar,8787
compromete garantizar,4449
garantizar justicia,9301
justicia caso,11379
ayotzinapa repetición,2669
repetición hechos,17767
cajeme,3448
garantiza apoyo,9239
apoyo damnificados,1885
damnificados sonora,5816
sonora lluvias,19376
lluvias inaugura,11933
bienestar cajeme,3133
consolidan,4942
sierra,19079
bienestar consolidan,3146
consolidan sierra,4943
sierra sonora,19082
sonora chihuahua,19369
chihuahua afirma,4014
entregarán,7713
yaqui entregarán,21154
entregarán 30,7714
tierra noviembre,19896
noviembre presidente,13951
base,2912
garantizar bienestar,9294
bienestar población,3207
población base,15241
base estrategia,2915
impunidad,10355
segalmex,18759
sfp,19056
no impunidad,13867
impunidad caso,10360
caso corrupción,3741
corrupción segalmex,5462
segalmex afirma,18760
presidente sfp,16034
sfp rinde,19057
rinde informe,18261
extranjeras,8392
validan,20718
búsqueda,3423
seguiremos,18784
empresas extranjeras,7433
extranjeras validan,8394
validan estrategia,20719
estrategia búsqueda,8117
búsqueda gobierno,3427
méxico mina,13432
mina coahuila,12959
coahuila seguiremos,4215
seguiremos rescatar,18787
trabajadores presidente,20049
potencial,15440
ampliar,1579
oferta,14242
financieros,8795
largo,11561
plazo,15224
bienestar potencial,3209
potencial ampliar,15441
ampliar oferta,1580
oferta servicios,14243
servicios financieros,19027
financieros largo,8797
largo plazo,11562
plazo afirma,15225
estadounidense,8061
sabinas,18407
empresa estadounidense,7394
estadounidense integra,8064
integra tareas,10935
tareas rescate,19693
rescate diez,17889
diez trabajadores,6600
mina sabinas,12962
sabinas coahuila,18408
participarán,14657
dos empresas,6871
extranjeras participarán,8393
participarán rescate,14658
revierte,18154
gratuita,9660
bienestar revierte,3231
revierte corrupción,18155
corrupción déficit,5447
déficit médicos,6921
especialistas afirma,7950
atención universal,2252
universal gratuita,20516
dejaremos,6029
no dejaremos,13864
dejaremos trabajar,6031
trabajar rescate,20067
coahuila presidente,4210
68,587
alumnos,1468
enfocará,7606
juárez atiende,11420
atiende 68,2310
68 mil,588
mil alumnos,12880
alumnos enfocará,1469
enfocará formación,7607
formación profesionales,8899
profesionales salud,16391
amaya,1479
presenta nueva,15581
secretaria educación,18680
educación pública,7069
pública leticia,16836
ramírez amaya,16936
monterrey,13072
acueducto el,958
cuchillo ii,5620
ii obra,10218
obra seguridad,14115
seguridad nacional,18860
nacional abastecerá,13545
abastecerá agua,679
agua monterrey,1273
firmará,8821
construir,5041
presidente firmará,15866
firmará acuerdo,8822
acuerdo nuevo,993
león construir,11660
construir acueducto,5042
acueducto garantizará,959
garantizará abasto,9315
civiles,4149
lamenta daños,11538
daños civiles,5862
civiles ciudad,4151
juárez chihuahua,11421
colapso,4261
intensifican,10997
impunidad colapso,10362
colapso mina,4262
coahuila afirma,4202
presidente labores,15916
labores rescate,11521
rescate intensifican,17895
terminal,19804
anuncia inversión,1733
inversión 600,11093
600 millones,570
pesos reforzamiento,15050
reforzamiento terminal,17499
terminal aicm,19806
impedir,10249
aumentos,2408
trabaja impedir,20027
impedir aumentos,10250
aumentos precio,2409
continúan,5182
exploración,8324
continúan tareas,5189
tareas exploración,19692
exploración rescate,8325
rescate trabajadores,17905
invertirá,11121
acercar,860
gobierno invertirá,9567
invertirá 30,11122
pesos acercar,15039
acercar servicio,862
austeridad,2420
adicionales,1048
montos,13073
austeridad generará,2428
generará recursos,9436
recursos adicionales,17328
adicionales beneficio,1049
presidente aumentarán,15740
aumentarán montos,2392
montos programas,13074
bienestar 2023,3109
2023 2024,335
colaboración,4248
investigará,11151
resalta colaboración,17850
colaboración trabajos,4256
trabajos rescate,20109
mineros investigará,12978
investigará fondo,11153
fondo colapso,8879
colapso sabinas,4263
extracción,8378
entrada,7651
buzos,3408
extracción agua,8379
agua permitirá,1276
permitirá entrada,14962
entrada buzos,7652
buzos semana,3409
semana mina,18930
tecnológica,19718
combate corrupción,4302
corrupción austeridad,5443
austeridad fortalece,2427
fortalece soberanía,8931
soberanía tecnológica,19237
tecnológica méxico,19719
confían,4792
bayer,2944
empresas confían,7425
confían país,4794
destaca continuidad,6374
continuidad inversión,5160
inversión bayer,11094
bayer méxico,2945
cuba reforzarán,5615
reforzarán plan,17515
bienestar nayarit,3199
nayarit colima,13745
suma,19481
consecutiva,4897
19 suma,220
suma cuarta,19485
cuarta semana,5585
semana consecutiva,18926
consecutiva reducción,4898
emitirá,7343
dependa,6148
presidente emitirá,15827
emitirá acuerdo,7344
acuerdo guardia,985
nacional dependa,13578
dependa sedena,6149
escatimar,7845
esfuerzos,7902
reciben,17118
coahuila realiza,4212
realiza escatimar,17018
escatimar esfuerzos,7846
esfuerzos capacidades,7903
capacidades familiares,3636
familiares reciben,8488
reciben apoyo,17122
protección presidente,16564
ser,19004
entidad,7639
colima ser,4279
ser ejemplo,19006
ejemplo servicios,7138
salud afirma,18487
presidente supervisión,16043
supervisión imss,19580
bienestar entidad,3156
en diciembre,7462
año inaugurará,2739
inaugurará autopista,10446
autopista colima,2451
colima guadalajara,4275
guadalajara reafirma,9705
planteles,15203
presupuesto consolidar,16094
consolidar 200,4945
200 planteles,265
planteles universidad,15207
juárez garcía,11425
resultados administración,18067
administración semar,1061
semar puerto,18949
avanza implementación,2622
país garantiza,14770
derecho universal,6184
universal salud,20519
realizan,17025
manera,12146
ininterrumpida,10822
rescate mina,17897
coahuila realizan,4213
realizan manera,17026
manera ininterrumpida,12148
ininterrumpida presidente,10823
calpulalpan,3484
gratuitos tlaxcala,9676
tlaxcala impulsar,19950
impulsar cultivo,10324
cultivo maíz,5665
maíz presidente,12465
bienestar calpulalpan,3134
ahorros gobierno,1314
gobierno permiten,9576
permiten continuidad,14951
continuidad programas,5162
salud tlaxcala,18547
salarios,18443
dignificar,6625
bienestar mejora,3190
mejora salarios,12588
salarios personal,18447
médico dignificar,13241
dignificar labor,6626
labor presidente,11499
seguirá,18788
beneficiando,3006
escasos,7843
bienestar seguirá,3235
seguirá beneficiando,18789
beneficiando familias,3007
familias escasos,8497
escasos recursos,7844
recursos méxico,17350
onu,14334
liderar,11713
china,4039
llama onu,11825
onu liderar,14342
liderar esfuerzos,11714
esfuerzos paz,7911
paz acabar,14731
acabar conflictos,741
conflictos rusia,4778
rusia china,18365
china estados,4040
bombeo,3330
refuerzan bombeo,17543
bombeo agua,3331
agua rescatar,1282
cese,3954
confrontaciones,4786
guerras,9738
afectan,1169
tregua internacional,20288
internacional cese,11020
cese confrontaciones,3955
confrontaciones guerras,4787
guerras afectan,9739
afectan pueblos,1170
pueblos mundo,16761
prioritario,16241
instruye,10905
coordinar,5399
facilitar,8427
rescatar mineros,17879
coahuila prioritario,4211
prioritario afirma,16242
presidente instruye,15907
instruye coordinar,10909
coordinar esfuerzos,5400
esfuerzos facilitar,7908
facilitar trabajos,8429
mayoría,12452
llegan mayoría,11896
mayoría hogares,12455
hogares oaxaca,9991
oaxaca afirma,14052
15,95
festejar,8711
tigres,19904
sorteo,19386
lotería,11974
fiesta 15,8732
15 septiembre,100
septiembre presidente,19000
invita festejar,11165
festejar independencia,8712
independencia méxico,10542
méxico tigres,13501
tigres norte,19905
norte sorteo,13935
sorteo lotería,19393
autoriza,2482
abrir,725
archivos,2000
guerra,9734
sucia,19451
presidente autoriza,15742
autoriza abrir,2483
abrir archivos,726
archivos secretaría,2002
marina guerra,12258
guerra sucia,9737
visto,21014
bueno,3385
100,17
resalta recuperación,17859
recuperación zonas,17307
arqueológicas cercanas,2061
maya tramos,12406
tramos visto,20145
visto bueno,21015
bueno 100,3386
100 ciento,21
reafirmar,17000
envía carta,7741
carta joseph,3704
biden reafirmar,3090
reafirmar soberanía,17003
bajan,2843
contagios,5090
quinta,16901
bajan contagios,2844
contagios hospitalizaciones,5093
hospitalizaciones defunciones,10096
defunciones quinta,6020
quinta ola,16902
jornada,11294
apartadas,1813
segunda jornada,18805
jornada reclutamiento,11298
reclutamiento médicos,17171
especialistas prioriza,7966
prioriza comunidades,16251
comunidades apartadas,4569
astronauta,2186
katya,11449
echazarreta,6963
nacional astronauta,13559
astronauta mexicana,2187
mexicana katya,12734
katya echazarreta,11450
benéficos,3072
paquete contra,14584
carestía garantiza,3658
precios benéficos,15469
benéficos alimentos,3073
alimentos economía,1427
economía popular,6990
popular afirma,15361
opción,14347
viable,20847
escasez,7840
ii opción,10219
opción viable,14348
viable revertir,20848
revertir escasez,18148
escasez agua,7841
agua nuevo,1275
león presidente,11664
ampliarán,1581
protegidas ampliarán,16595
ampliarán construcción,1582
maya asegura,12353
atestigua,2303
presidente atestigua,15738
atestigua inicio,2306
inicio obras,10812
obras infraestructura,14200
infraestructura quintana,10706
firma,8803
refuerzo,17546
presidente firma,15864
firma decreto,8809
decreto refuerzo,5960
refuerzo acciones,17547
acciones abasto,797
reafirman,16997
evalúa gabinete,8232
gabinete avances,9209
avances gobierno,2563
4t reafirman,516
reafirman compromiso,16998
compromiso trabajar,4516
trabajar pueblo,20066
ruptura,18337
mec,12482
defenderá,5986
no ruptura,13873
ruptura ee,18338
uu consultas,20618
consultas mec,5070
mec presidente,12493
presidente méxico,15937
méxico defenderá,13347
defenderá independencia,5987
independencia gobiernos,10539
gobiernos extranjeros,9607
extranjeros afirma,8399
económicas,7024
circunstancias,4107
difíciles,6611
saldremos,18459
méxico condiciones,13319
condiciones económicas,4698
económicas favorables,7025
presidente circunstancias,15768
circunstancias difíciles,4108
difíciles saldremos,6612
saldremos adelante,18460
principios,16216
austeridad asunto,2423
asunto principios,2201
principios afirma,16217
fomenta ahorros,8848
ahorros beneficio,1308
beneficio gente,3053
empresarios,7406
especial,7935
invita empresarios,11164
empresarios sorteo,7420
sorteo especial,19392
especial 15,7936
septiembre lotería,18998
estructurales,8163
analiza soluciones,1610
soluciones daños,19344
daños estructurales,5864
estructurales aicm,8164
aicm presidente,1323
destaca consolidación,6373
consolidación aifa,4932
ganarán,9234
mismo,13006
sueldo,19459
cuba ganarán,5610
ganarán mismo,9235
mismo sueldo,13007
sueldo mexicanos,19460
mexicanos plan,12777
bienestar avanza,3123
avanza acuerdos,2599
nuevas,13989
méxico impulsará,13408
impulsará nuevas,10340
nuevas medidas,13994
medidas austeridad,12553
austeridad favor,2425
motivo,13107
orgullo,14439
regresan,17601
nación,13702
970,663
objetos,14096
recuperación piezas,17301
piezas culturas,15115
culturas motivo,5689
motivo orgullo,13110
orgullo presidente,14441
presidente regresan,16003
regresan nación,17603
nación mil,13707
mil 970,12879
970 objetos,664
objetos arqueológicos,14097
viruela,20951
símica,19632
defensas,5995
inmune,10842
vulnerables,21079
infección,10604
atiende situación,2323
situación viruela,19218
viruela símica,20952
símica personas,19633
personas bajas,14993
bajas defensas,2849
defensas sistema,5996
sistema inmune,19192
inmune vulnerables,10843
vulnerables infección,21080
méxico va,13511
va baja,20635
cuenta,5621
10,10
especialistas cuenta,7953
cuenta 10,5622
10 mil,15
mil vacantes,12907
disminución,6722
homicidios,10020
dolosos,6839
destaca disminución,6382
disminución homicidios,6724
homicidios dolosos,10022
dolosos 2021,6840
permitir,14954
confianza pueblo,4752
pueblo autoridades,16712
autoridades seguridad,2476
seguridad fortalece,18840
fortalece permitir,8928
permitir impunidad,14956
impunidad afirma,10357
declararlo,5933
ayudará,2693
garantiza continuidad,9244
continuidad tren,5164
maya declararlo,12367
declararlo obra,5934
nacional ayudará,13562
ayudará cuidar,2695
cuidar recursos,5651
recursos afirma,17329
nayarit recibe,13756
recibe atención,17091
atención integral,2228
integral presidente,10951
presidente protegerá,15983
protegerá soberanía,16587
terminará,19820
aumentar,2379
4t terminará,519
terminará 100,19821
100 mil,25
hectáreas riego,9890
riego país,18245
país aumentar,14756
aumentar producción,2381
